Model,Price,Rating,Inches,RAM_GB,SSD_GB,Storage_Detail,Screen_Width,Screen_Height,Screen_Resolution_Type,CPU_Detail,GPU_Detail,OS_Detail,Price_Category
Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990.0,65.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),42600.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Iris Xe Graphics,Windows 11 OS,1
HP ZBook Firefly 16 G9 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),111505.0,61.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xᵉ Graphics,Windows 11 OS,2
Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),41400.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1155G7,Intel Iris Xe Graphics,Windows 11 OS,1
Fujitsu UH-X ‎4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),89990.0,69.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990.0,69.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP ZBook Firefly 14 G9 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),108352.0,62.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1240P,Intel Iris Xᵉ Graphics,Windows 11 OS,2
HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),126494.0,66.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,4 GB NVIDIA RTX NVIDIA T550,Windows 11 OS,2
HP ZBook Studio G9 WUXGA 16 Workstation Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),373192.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i9 12900H,16 GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,2
HP ZBook Studio G9 16 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),292347.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i9 12900H,6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,2
HP ZBook Firefly 14 G9 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 ),111422.0,62.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xᵉ Graphics,Windows 11 OS,2
HP ZBook Firefly 14 G9 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),96700.0,60.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xᵉ Graphics,Windows 11 OS,2
HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),261921.0,61.5,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12700H,8 GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,2
HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),390914.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i9 12900H,12 GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,2
HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),30990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Pentium Silver   N6000,Intel Integrated UHD Graphics,Windows 11  OS,0
HP ZBook Studio G9 Workstation WQUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),246815.0,61.5,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12700H,6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,2
LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),78299.0,69.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon 7 Graphics,Windows 11 OS,1
LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),117899.0,66.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),278103.0,61.5,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12700H,8 GB NVIDIA GeForce RTX 3070 Ti,Windows 11 OS,2
Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),22490.0,61.5,11.6,4.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel Celeron  N4020,Intel UHD Graphics 600,Windows 11 OS,0
Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),99990.0,71.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA Geforce RTX 4060,Windows 11 OS,2
Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,66.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,6th Gen AMD Ryzen 7  7735HS,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),152499.0,73.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),61990.0,56.0,14.0,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),23940.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,3rd Gen AMD Ryzen 3  3250U,AMD Radeon Graphics,DOS OS,0
Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78980.0,62.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340P,Intel Iris Xe,Windows 11  OS,1
Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),70790.0,59.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),86730.0,62.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),66990.0,59.0,15.6,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,1
Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47450.0,56.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel UHD Graphics,Windows 11 OS,1
MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),42990.0,56.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7330U,AMD Radeon Graphics,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52000.0,65.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11320H,4 GB NVIDIA GTX 1650,Windows 11 OS,1
MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),41990.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),31800.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7330U,AMD Radeon AMD,DOS OS,0
Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),96999.0,64.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i7 1165G7,2 GB NVIDIA GeForce MX450,Windows 11 OS,2
Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),69345.0,60.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon Graphics,Windows 11 OS,1
Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),26490.0,61.5,14.0,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,4th Gen Intel Celeron N4020,Intel Integrated UHD,Windows 11 OS,0
Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen ‎Intel Core i5 1335U,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),78490.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,1
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),43990.0,53.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1305U,Integrated Intel UHD Graphics,Windows 11 OS,1
HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),88490.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,2
HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),95990.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,2
HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),86490.0,63.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon AMD,Windows 11 OS,2
HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),85600.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7730U,AMD Radeon AMD,Windows 11 OS,2
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),30990.0,54.0,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),48990.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48990.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,Intel Iris Xe Graphics,Windows 11 OS,1
HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),82990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),58490.0,52.0,14.0,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,1
HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),36990.0,53.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon AMD,Windows 11 OS,0
HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),98990.0,66.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,2
Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),67990.0,66.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990.0,62.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Iris Xe Graphics,Windows 11 OS,1
Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65750.0,63.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel UHD Graphics,Windows 11 OS,1
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),51290.0,61.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Radeon Graphics,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32390.0,55.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
MSI Stealth 15 A13VF-074IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),171990.0,74.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13620H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),59990.0,54.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,Intel Integrated Iris Xe,Windows 11 OS,1
HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),117000.0,65.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris X Graphics,Windows 11 OS,2
Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),44890.0,51.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen Amd Ryzen 5 7520U,AMD Radeon Graphics,Windows 11 OS,1
HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),45490.0,50.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1315U,Intel UHD Graphics,Windows 11 OS,1
HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),55490.0,57.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7   5700U,AMD Radeon Radeon,Windows 11 OS,1
HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44437.0,54.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58400.0,60.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,1
HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris X Graphics,Windows 11 OS,2
‎HP Zbook Power G4-A ZHAN 99 2023 Laptop (AMD Ryzen 5 6600H/ 32GB/ 1TB SSD/ Win11/ 4GB Graph),137134.0,70.0,15.6,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,6th Gen AMD Ryzen 5 6600H,4 GB ‎NVIDIA Quadro T600,Windows 11 OS,2
HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),47990.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990.0,61.5,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,10th Gen Intel Core i3 1005G1,Intel UHD Graphics,Windows 11 OS,0
Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),145999.0,79.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 9 7940HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),52990.0,65.0,15.6,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84899.0,53.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),46400.0,59.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7730U,AMD Radeon AMD,DOS OS,1
Ninkear A16 Gaming Laptop (AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11),79999.0,73.0,16.0,32.0,2048.0,2 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7735HS,AMD Radeon 680M,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63590.0,63.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11320H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),43400.0,54.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Radeon AMD,Windows 11 OS,1
MSI GF75 Thin 10SCXR-007IN Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),83500.0,64.0,17.3,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,10th Gen Intel Core i7 10750H,4 GB NVIDIA GeForce GTX 1650,Windows 10  OS,2
MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),109990.0,73.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),46899.0,55.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD,Windows 11  OS,1
Lenovo ‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),47999.0,53.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD,DOS OS,1
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),72990.0,71.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12500H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),32590.0,53.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon 610M Graphics,Windows 11 OS,0
Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),31899.0,61.5,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,Intel Core i3 N305,Intel UHD Graphics,Windows 11 OS,0
Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),55990.0,59.0,16.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen Amd Ryzen 5 7530U,AMD Radeon Graphics,Windows 11 OS,1
Razer Blade 14 2023 Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990.0,61.5,14.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen Amd Ryzen 9 7940HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
MSI Thin GF63 11UCX-1476IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51490.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
